ÖSYM Program Kodu,Üniversite Türü,Üniversite,Fakülte / Yüksekokul,Puan Türü,Burs Türü,Genel Kontenjan,Okul Birincisi Kontenjanı,Toplam Kontenjan,Genel Kontenjana Yerleşen,Okul Birincisi Kontenjanına Yerleşen,Toplam Yerleşen,Boş Kalan Kontenjan,İlk Yerleşme Oranı,Yerleşip Kayıt Yaptırmayan,Ek Yerleşen,,,,"0,12 Katsayı ile Yerleşen Son Kişinin Başarı Sırası","0,12 + 0,06 Katsayı ile Yerleşen Son Kişinin Başarı Sırası",2018'de Yerleşip 2019'de OBP'si Kırılarak Yerleşen Sayısı,Yerleşenlerin Ortalama OBP'si,Yerleşenlerin Ortalama Diploma Notu,Yil
2017
100110406,Devlet,ABANT İZZET BAYSAL ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",1,1,"386,25795","396,23337",55.074,---,2,"419,79083","84,0",2017
107310322,Devlet,MEHMET AKİF ERSOY ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"370,32611","388,51127",67.158,---,2,"431,90000","86,4",2017
2017
109710348,Devlet,ULUDAĞ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"412,29363","450,71761",37.649,---,1,"434,31050","86,9",2017
102910349,Devlet,ÇUKUROVA ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"395,70717","424,00734",48.284,---,2,"425,26500","85,1",2017
103010204,Devlet,DİCLE ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,90,3,93,90,3,93,---,"% 100,0",---,---,"372,41650","417,09134",65.511,---,1,"415,45722","83,1",2017
103110424,Devlet,DOKUZ EYLÜL ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"419,39740","440,43386",33.450,---,2,"437,07475","87,4",2017
103310361,Devlet,DÜZCE ÜNİVERSİTESİ,"Sanat, Tasarım ve Mimarlık Fakültesi",MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",2,1,"375,03305","387,15269",63.479,---,2,"429,02250","85,8",2017
103510305,Devlet,ERCİYES ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,90,3,93,90,3,93,---,"% 100,0",---,---,"392,64002","426,51952",50.422,---,2,"430,64278","86,1",2017
103810268,Devlet,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"407,52111","427,21645",40.604,---,3,"429,81625","86,0",2017
2017
103910858,Devlet,FIRAT ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",---,---,"369,89543","423,83134",67.497,---,1,"418,91429","83,8",2017
104110687,Devlet,GAZİ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"423,16466","444,95952",31.287,---,3,"439,39400","87,9",2017
104210429,Devlet,GAZİANTEP ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"383,63354","439,76755",56.928,---,---,"431,82083","86,4",2017
104410066,Devlet,GEBZE TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"405,94164","430,05359",41.632,---,---,"425,59500","85,1",2017
2017
107710415,Devlet,MUSTAFA KEMAL ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",1,1,"362,74014","449,24119",73.345,---,7,"414,67714","82,9",2017
2017
105510477,Devlet,İSTANBUL TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,110,3,113,110,3,113,---,"% 100,0",---,---,"452,41577","504,05684",16.663,---,1,"442,70364","88,5",2017
105510865,Devlet,İSTANBUL TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"465,77146","523,50027",11.545,---,---,"459,70750","91,9",2017
2017
2017
2017
105810041,Devlet,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"423,57908","445,24877",31.058,---,2,"441,72438","88,3",2017
106110884,Devlet,KARABÜK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",---,---,"367,65854","388,92370",69.273,---,1,"419,99500","84,0",2017
106210335,Devlet,KARADENİZ TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",2,1,"396,43231","439,78571",47.827,---,3,"430,28850","86,1",2017
106710278,Devlet,KIRKLARELİ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",2,2,"364,29273","383,60813",72.045,---,8,"414,53625","82,9",2017
106910276,Devlet,KOCAELİ ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"400,54368","421,39022",45.111,---,2,"428,23500","85,6",2017
2017
107110015,Devlet,MARDİN ARTUKLU ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,40,1,41,40,1,41,---,"% 100,0",---,---,"353,94553","416,13006",81.024,---,4,"417,65375","83,5",2017
107410287,Devlet,MERSİN ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",1,---,"387,35040","423,96606",54.215,---,2,"417,40886","83,5",2017
107510092,Devlet,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,110,3,113,110,3,113,---,"% 100,0",---,---,"435,49646","453,60462",24.668,---,6,"439,22636","87,8",2017
2017
107010519,Devlet,NECMETTİN ERBAKAN ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"388,82724","450,57287",53.158,---,4,"433,86688","86,8",2017
108110357,Devlet,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"365,77137","384,98019",70.846,---,---,"421,20167","84,2",2017
108210965,Devlet,ONDOKUZ MAYIS ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"393,35299","432,23755",49.926,---,---,"429,50250","85,9",2017
108410318,Devlet,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"456,84120","509,86637",14.886,---,3,"457,19400","91,4",2017
108610722,Devlet,PAMUKKALE ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretsiz,70,2,72,70,2,72,---,"% 100,0",---,---,"390,29161","447,12707",52.139,---,4,"427,49929","85,5",2017
108810871,Devlet,SAKARYA ÜNİVERSİTESİ,"Sanat, Tasarım ve Mimarlık Fakültesi",MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"394,86546","416,07609",48.866,---,2,"432,17167","86,4",2017
109010346,Devlet,SİİRT ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,25,1,26,25,1,26,---,"% 100,0",---,---,"346,28193","358,22000",88.104,---,2,"393,83600","78,8",2017
102610776,Devlet,CUMHURİYET ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",2,---,"370,64757","445,99905",66.902,---,2,"421,90250","84,4",2017
109210308,Devlet,SÜLEYMAN DEMİREL ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,80,2,82,80,2,82,---,"% 100,0",---,---,"385,81218","421,11779",55.397,---,2,"433,13375","86,6",2017
107910352,Devlet,NAMIK KEMAL ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",1,---,"374,73150","425,39471",63.719,---,2,"422,03167","84,4",2017
109410218,Devlet,TRAKYA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,100,3,103,100,3,103,---,"% 100,0",---,---,"379,77491","412,04332",59.763,---,2,"423,50000","84,7",2017
2017
110210718,Devlet,VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",1,1,"358,50189","403,00022",76.990,---,4,"413,24750","82,6",2017
110110252,Devlet,YILDIZ TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,140,4,144,140,4,144,---,"% 100,0",---,---,"432,14003","451,84448",26.396,---,6,"436,84214","87,4",2017
110110482,Devlet,YILDIZ TEKNİK ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretsiz,50,2,52,50,2,52,---,"% 100,0",---,---,"442,51085","451,87451",21.258,---,---,"441,73700","88,3",2017
102310107,Devlet,BOZOK ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretsiz,60,2,62,60,2,62,---,"% 100,0",---,---,"358,25308","376,95710",77.183,---,1,"414,90167","83,0",2017
2017
2017
2017
206910027,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"373,09358","385,51256",64.981,---,---,"425,60000","85,1",2017
206910045,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%50 Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"302,81931","362,07061",137.132,---,2,"430,44500","86,1",2017
206910054,Vakıf,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%25 Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"277,90856","304,66891",174.190,---,---,"405,89286","81,2",2017
202911249,Vakıf,ALTINBAŞ ÜNİVERSİTESİ,Mühendislik ve Doğa Bilimleri Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"385,69090","398,99908",55.484,---,2,"412,83000","82,6",2017
202911258,Vakıf,ALTINBAŞ ÜNİVERSİTESİ,Mühendislik ve Doğa Bilimleri Fakültesi,MF-4,%50 Burslu,20,---,20,20,---,20,---,"% 100,0",1,1,"264,93854","348,91754",197.275,---,2,"376,71250","75,3",2017
202910172,Vakıf,ALTINBAŞ ÜNİVERSİTESİ,Mühendislik ve Doğa Bilimleri Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",1,1,"379,86843","412,52336",59.695,---,1,"414,57500","82,9",2017
202910727,Vakıf,ALTINBAŞ ÜNİVERSİTESİ,Mühendislik ve Doğa Bilimleri Fakültesi,MF-4,%50 Burslu,34,---,34,12,---,12,22,"% 35,3",1,---,Dolmadı,"328,45835",Dolmadı,---,---,"412,29583","82,5",2017
206410465,Vakıf,ANTALYA BİLİM ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"404,31686","413,73273",42.636,---,---,"434,59167","86,9",2017
206410483,Vakıf,ANTALYA BİLİM ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,%50 Burslu,18,---,18,18,---,18,---,"% 100,0",---,---,"351,92191","396,20951",82.810,---,---,"432,63889","86,5",2017
206410492,Vakıf,ANTALYA BİLİM ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,%25 Burslu,18,---,18,18,---,18,---,"% 100,0",---,---,"313,83787","344,91521",123.007,---,---,"430,38056","86,1",2017
200210731,Vakıf,ATILIM ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,Ücretli,24,---,24,24,---,24,---,"% 100,0",1,---,"289,77516","320,08035",155.607,---,1,"415,07917","83,0",2017
200210749,Vakıf,ATILIM ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"402,61982","411,31686",43.758,---,1,"432,40000","86,5",2017
200210846,Vakıf,ATILIM ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,%50 Burslu,11,---,11,11,---,11,---,"% 100,0",---,---,"358,83891","381,33202",76.688,---,1,"427,18182","85,4",2017
200210873,Vakıf,ATILIM ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,%25 Burslu,19,---,19,19,---,19,---,"% 100,0",1,---,"324,80876","357,68315",110.379,---,1,"424,26842","84,9",2017
200310078,Vakıf,AVRASYA ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,Ücretli,43,---,43,31,---,31,12,"% 72,1",2,---,Dolmadı,"356,31981",Dolmadı,---,4,"383,55968","76,7",2017
200310087,Vakıf,AVRASYA ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"379,11806","393,87198",60.254,---,---,"440,39000","88,1",2017
200510401,Vakıf,BAHÇEŞEHİR ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretli,73,---,73,73,---,73,---,"% 100,0",2,---,"288,64490","372,14694",157.273,---,---,"423,16458","84,6",2017
200510419,Vakıf,BAHÇEŞEHİR ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,10,---,10,10,---,10,---,"% 100,0",1,---,"430,40134","435,75196",27.298,---,1,"428,11500","85,6",2017
2017
200511426,Vakıf,BAHÇEŞEHİR ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%25 Burslu,17,---,17,17,---,17,---,"% 100,0",---,---,"376,30824","424,75363",62.440,---,1,"452,27647","90,5",2017
200611682,Vakıf,BAŞKENT ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",MF-4,Ücretli,26,---,26,26,---,26,---,"% 100,0",---,---,"312,61808","350,90201",124.560,---,---,"426,64038","85,3",2017
200611691,Vakıf,BAŞKENT ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"416,75144","424,14390",35.003,---,---,"450,19167","90,0",2017
200611707,Vakıf,BAŞKENT ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",MF-4,%50 Burslu,13,---,13,13,---,13,---,"% 100,0",---,---,"381,83090","416,55736",58.235,---,---,"439,68846","87,9",2017
200611716,Vakıf,BAŞKENT ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",MF-4,%25 Burslu,15,---,15,15,---,15,---,"% 100,0",1,---,"348,04345","377,97181",86.408,---,---,"428,91333","85,8",2017
200710365,Vakıf,BEYKENT ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"400,22316","415,37190",45.296,---,---,"448,75000","89,8",2017
2017
200710611,Vakıf,BEYKENT ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,60,---,60,60,---,60,---,"% 100,0",---,---,"295,64474","389,17567",146.948,---,1,"412,12250","82,4",2017
200711415,Vakıf,BEYKENT ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"412,96463","421,69729",37.237,---,---,"442,20833","88,4",2017
2017
200712194,Vakıf,BEYKENT ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,14,---,14,14,---,14,---,"% 100,0",2,2,"304,07001","333,16109",135.410,---,1,"412,47857","82,5",2017
2017
2017
2017
201110359,Vakıf,ÇANKAYA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretli,16,---,16,16,---,16,---,"% 100,0",1,1,"287,03717","345,17516",159.741,---,2,"407,30313","81,5",2017
201110368,Vakıf,ÇANKAYA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,8,---,8,8,---,8,---,"% 100,0",---,---,"412,46979","418,52064",37.538,---,---,"442,08750","88,4",2017
201110377,Vakıf,ÇANKAYA ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%50 Burslu,42,---,42,42,---,42,---,"% 100,0",2,---,"356,60980","382,60961",78.652,---,3,"432,82619","86,6",2017
2017
201210419,Vakıf,DOĞUŞ ÜNİVERSİTESİ,Sanat ve Tasarım Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"395,25707","416,01088",48.561,---,1,"425,55000","85,1",2017
201210428,Vakıf,DOĞUŞ ÜNİVERSİTESİ,Sanat ve Tasarım Fakültesi,MF-4,%50 Burslu,45,---,45,45,---,45,---,"% 100,0",---,---,"307,25206","360,28372",131.279,---,2,"402,52889","80,5",2017
201410083,Vakıf,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,15,---,15,15,---,15,---,"% 100,0",---,---,"407,38530","424,30905",40.697,---,---,"429,41000","85,9",2017
201410092,Vakıf,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,20,---,20,20,---,20,---,"% 100,0",---,---,"364,06032","397,11784",72.233,---,---,"414,30750","82,9",2017
201410444,Vakıf,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%25 Burslu,30,---,30,30,---,30,---,"% 100,0",1,---,"304,20953","360,26801",135.245,---,---,"408,18500","81,6",2017
201910218,Vakıf,HALİÇ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,9,---,9,9,---,9,---,"% 100,0",---,---,"397,61565","410,12057",47.015,---,---,"413,13889","82,6",2017
2017
201910606,Vakıf,HALİÇ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,%50 Burslu,30,---,30,30,---,30,---,"% 100,0",---,---,"316,63754","357,29293",119.650,---,---,"410,12667","82,0",2017
201610151,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,Ücretli,35,---,35,35,---,35,---,"% 100,0",1,1,"271,31978","314,30157",185.547,---,---,"400,67000","80,1",2017
201610169,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"383,16838","391,91994",57.262,---,---,"413,56429","82,7",2017
201610178,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,%50 Burslu,8,---,8,8,---,8,---,"% 100,0",1,---,"349,36692","377,12648",85.136,---,1,"419,69375","83,9",2017
201610187,Vakıf,HASAN KALYONCU ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,%25 Burslu,20,---,20,20,---,20,---,"% 100,0",---,---,"315,33788","348,86391",121.186,---,1,"412,93000","82,6",2017
202011601,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretli,5,---,5,4,---,4,1,"% 80,0",---,---,Dolmadı,"279,15075",Dolmadı,---,---,"398,98750","79,8",2017
202011619,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"401,82528","412,39053",44.291,---,---,"413,60000","82,7",2017
202011964,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%75 Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"366,22505","379,45371",70.445,---,---,"430,68000","86,1",2017
202011628,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,25,---,25,25,---,25,---,"% 100,0",1,---,"284,70112","360,10556",163.300,---,---,"395,50200","79,1",2017
202011337,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Ücretli,8,---,8,3,---,3,5,"% 37,5",---,---,Dolmadı,"297,88971",Dolmadı,---,---,"422,23333","84,4",2017
202011346,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,5,---,5,5,---,5,---,"% 100,0",---,---,"405,39797","424,75450",41.950,---,---,"435,82000","87,2",2017
202011973,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%75 Burslu,4,---,4,4,---,4,---,"% 100,0",---,---,"383,43102","403,14104",57.091,---,---,"446,98750","89,4",2017
202011355,Vakıf,IŞIK ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,28,---,28,28,---,28,---,"% 100,0",2,---,"298,50296","365,70444",142.955,---,2,"412,03036","82,4",2017
202111063,Vakıf,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,Ücretli,45,---,45,45,---,45,---,"% 100,0",---,---,"395,83554","434,50344",48.203,---,---,"445,29444","89,1",2017
202111072,Vakıf,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"482,01548","501,46927",6.617,---,---,"454,71429","90,9",2017
202111081,Vakıf,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,Güzel Sanatlar Tasarım ve Mimarlık Fakültesi,MF-4,%50 Burslu,18,---,18,18,---,18,---,"% 100,0",---,---,"439,65521","460,60260",22.589,---,---,"463,46944","92,7",2017
202310451,Vakıf,İSTANBUL AREL ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Ücretli,25,---,25,4,---,4,21,"% 16,0",1,---,Dolmadı,"275,42579",Dolmadı,---,1,"401,33750","80,3",2017
202310469,Vakıf,İSTANBUL AREL ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,8,---,8,8,---,8,---,"% 100,0",---,---,"386,36987","397,29487",54.965,---,---,"453,68750","90,7",2017
2017
202310936,Vakıf,İSTANBUL AREL ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,34,---,34,34,---,34,---,"% 100,0",---,---,"290,29042","345,91966",154.842,---,1,"402,19706","80,4",2017
202410168,Vakıf,İSTANBUL AYDIN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,Tam Burslu,10,---,10,10,---,10,---,"% 100,0",---,---,"401,23492","417,05204",44.671,---,1,"427,02500","85,4",2017
202410177,Vakıf,İSTANBUL AYDIN ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi,MF-4,%50 Burslu,9,---,9,9,---,9,---,"% 100,0",---,---,"361,42067","383,32654",74.512,---,1,"423,20556","84,6",2017
2017
2017
202510801,Vakıf,İSTANBUL BİLGİ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretli,63,---,63,63,---,63,---,"% 100,0",2,1,"302,68187","419,83965",137.347,---,2,"433,70794","86,7",2017
202510819,Vakıf,İSTANBUL BİLGİ ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"436,34716","442,28635",24.220,---,---,"464,08571","92,8",2017
2017
2017
207510179,Vakıf,İSTANBUL ESENYURT ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"376,33765","383,06910",62.422,---,---,"438,08333","87,6",2017
207510549,Vakıf,İSTANBUL ESENYURT ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,%75 Burslu,13,---,13,13,---,13,---,"% 100,0",---,---,"342,72623","376,05119",91.552,---,1,"407,63462","81,5",2017
207510188,Vakıf,İSTANBUL ESENYURT ÜNİVERSİTESİ,Mühendislik ve Mimarlık Fakültesi,MF-4,%50 Burslu,41,---,41,41,---,41,---,"% 100,0",---,---,"275,45814","329,71578",178.296,---,2,"389,01220","77,8",2017
201710062,Vakıf,İSTANBUL GEDİK ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"380,28685","391,21301",59.369,---,---,"425,10714","85,0",2017
2017
201710071,Vakıf,İSTANBUL GEDİK ÜNİVERSİTESİ,Güzel Sanatlar ve Mimarlık Fakültesi,MF-4,%50 Burslu,53,---,53,39,---,39,14,"% 73,6",1,12,Dolmadı,"316,95750",Dolmadı,---,1,"378,53205","75,7",2017
202710165,Vakıf,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,7,---,7,7,---,7,---,"% 100,0",---,---,"388,95811","394,82078",53.051,---,1,"424,59286","84,9",2017
2017
202710174,Vakıf,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,9,---,9,9,---,9,---,"% 100,0",3,1,"307,39828","334,04832",131.114,---,---,"411,91111","82,4",2017
202711181,Vakıf,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,Tam Burslu,6,---,6,6,---,6,---,"% 100,0",---,---,"386,93752","399,12170",54.544,---,---,"428,75000","85,8",2017
2017
202711199,Vakıf,İSTANBUL GELİŞİM ÜNİVERSİTESİ,Mühendislik-Mimarlık Fakültesi,MF-4,%50 Burslu,54,---,54,22,---,22,32,"% 40,7",3,2,Dolmadı,"309,25978",Dolmadı,---,2,"389,69318","77,9",2017
203010415,Vakıf,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Ücretli,30,---,30,28,---,28,2,"% 93,3",---,---,Dolmadı,"312,38953",Dolmadı,---,---,"396,65179","79,3",2017
203010424,Vakıf,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,Mimarlık Fakültesi,MF-4,Tam Burslu,8,---,8,8,---,8,---,"% 100,0",---,---,"417,93090","430,21875",34.272,---,---,"420,31875","84,1",2017
